,City,Cloudiness,Country,Date,Humidity,lat,lon,Max Temp,Wind Speed
371,Hastings,20,GB,1583022228,80,50.86,0.57,6.11,6.7
372,Arlit,0,NE,1583022228,10,18.74,7.39,22.89,5.14
373,Dietikon,75,CH,1583022228,87,47.4,8.4,9.0,5.1
374,Alpinópolis,31,BR,1583022228,94,-20.86,-46.39,18.65,1.17
375,Wajima,20,JP,1583022088,64,37.4,136.9,6.0,3.1
376,Kalabo,100,ZM,1583022229,96,-14.97,22.68,19.48,0.72
377,Nampula,55,MZ,1583022229,97,-15.12,39.27,21.19,3.38
378,Hagen,81,DE,1583022229,75,51.35,7.47,7.22,7.2
379,Vila,75,PT,1583021907,87,42.03,-8.16,13.89,5.7
380,Okha,98,RU,1583022229,95,53.57,142.95,-13.79,3.27
381,Big Rapids,1,US,1583022230,42,43.7,-85.48,-1.11,2.6
382,Lata,40,PT,1583022230,93,40.16,-8.33,13.0,2.6
383,Kumul,0,CN,1583022230,40,42.8,93.45,-1.0,1.37
384,Cilegon,75,ID,1583022230,94,-6.02,106.05,26.0,3.1
385,Vestmannaeyjar,100,IS,1583022063,67,63.44,-20.27,3.98,9.55
386,Hobyo,0,SO,1583022231,85,5.35,48.53,22.97,4.08
387,College,75,US,1583022018,58,64.86,-147.8,-13.33,0.86
388,Cervo,88,ES,1583022231,80,43.67,-7.41,10.56,2.24
389,Maningrida,99,AU,1583022076,76,-12.07,134.27,28.33,0.99
390,Charleston,1,US,1583022000,37,32.78,-79.93,11.11,2.6
391,Ayan,1,RU,1583022232,74,56.45,138.17,-12.16,1.52
392,Panama City,20,PA,1583022218,58,8.99,-79.52,28.0,5.7
393,Radford,1,US,1583022232,50,37.13,-80.58,2.0,5.7
394,Haines Junction,100,CA,1583022011,94,60.75,-137.51,-12.18,3.62
395,Sambava,71,MG,1583022233,98,-14.27,50.17,22.36,0.85
396,Bud,20,US,1583022233,58,39.45,-86.18,1.67,3.6
397,Grand Gaube,40,MU,1583021884,94,-20.01,57.66,25.0,3.32
398,Mattawa,20,US,1583022233,31,46.74,-119.9,13.0,5.1
399,Husavik,90,IS,1583021916,77,66.04,-17.34,0.0,2.1
400,Zhangye,97,CN,1583022234,47,38.93,100.45,-1.88,1.15
401,Igrim,100,RU,1583022234,86,63.19,64.42,-0.08,6.34
402,Baghmara,0,IN,1583022234,55,23.8,86.21,18.74,0.5
403,Sept-Îles,75,CA,1583022106,85,50.2,-66.38,-8.89,1.0
404,Zahirābād,5,IN,1583022235,67,17.68,77.62,20.58,2.2
405,Surab,0,PK,1583022235,73,28.49,66.26,5.73,0.61
406,Hualmay,88,PE,1583022075,75,-11.1,-77.61,22.89,2.82
407,Tessalit,0,ML,1583021910,9,20.2,1.01,20.7,3.99
408,Mae Sot,18,TH,1583022235,88,16.72,98.57,21.0,0.75
409,Astoria,40,US,1583022236,70,46.19,-123.83,8.33,2.6
410,Shenjiamen,100,CN,1583022085,93,29.96,122.3,9.73,7.04
411,Touros,40,BR,1583022236,78,-5.2,-35.46,28.0,1.5
412,Kabare,58,CD,1583022236,93,-2.47,28.82,15.31,0.23
413,Berlevåg,100,NO,1583022236,87,70.86,29.09,-1.45,6.14
414,Hemnesberget,60,NO,1583022236,95,66.23,13.63,-14.57,1.53
415,Ipilan,32,PH,1583022237,76,8.84,117.9,26.09,3.54
416,Chapayevka,0,UA,1583022237,70,47.47,36.35,1.03,0.84
417,Hoquiam,40,US,1583022237,65,46.98,-123.89,8.89,8.2
418,Jhang,75,PK,1583022237,100,33.67,72.7,12.0,4.1
419,Tiznit Province,21,MA,1583022237,71,29.58,-9.5,12.03,0.4
420,Luau,98,AO,1583022238,97,-10.71,22.22,18.6,1.63
421,Limay,40,PH,1583022238,73,14.53,120.55,27.78,2.1
422,Tra Vinh,0,VN,1583022238,82,9.93,106.35,25.37,3.21
423,Bunia,36,CD,1583022238,55,1.57,30.25,25.54,1.0
424,Lucé,75,FR,1583022238,87,48.44,1.46,6.67,6.2
425,Edgewater,1,US,1583022198,30,28.99,-80.9,16.0,2.6
426,Plettenberg Bay,0,ZA,1583022239,81,-34.05,23.37,18.06,1.86
427,Agirish,94,RU,1583022239,87,61.92,63.02,-2.0,6.38
428,Korla,0,CN,1583022239,65,41.76,86.15,-3.89,0.69
429,San Ramon,1,US,1583022080,58,37.78,-121.98,16.11,8.7
430,Sitka,90,US,1583021896,66,57.05,-135.33,4.0,3.6
431,Gayéri,0,BF,1583022240,12,12.65,0.49,25.44,2.97
432,Kvarkeno,97,RU,1583022240,97,52.08,59.73,-7.9,1.64
433,Evensk,0,RU,1583022240,75,61.95,159.23,-13.8,5.87
434,Karratha,18,AU,1583022241,81,-20.74,116.85,29.65,5.46
435,Ancud,0,CL,1583022241,72,-41.87,-73.82,19.0,5.1
436,La Dorada,62,CO,1583022241,95,5.45,-74.66,21.75,1.05
437,Uyuni,67,BO,1583022241,55,-20.46,-66.83,13.77,8.56
438,Bhainsa,65,IN,1583022241,81,26.95,76.9,16.34,4.32
439,Tommot,100,RU,1583022242,97,58.96,126.29,-20.82,0.47
440,Bathsheba,20,BB,1583022051,69,13.22,-59.52,25.0,5.7
441,Sirte,0,LY,1583022242,70,31.21,16.59,13.83,4.38
442,Kirkland Lake,75,CA,1583022242,65,48.14,-80.04,-13.0,2.1
443,Xique-Xique,28,BR,1583022243,68,-10.82,-42.73,24.56,1.66
444,Akdağmadeni,98,TR,1583022243,95,39.66,35.88,-2.81,3.92
445,Tarko-Sale,100,RU,1583022243,87,64.92,77.78,-7.22,2.24
446,Madison Heights,1,US,1583022244,87,42.49,-83.11,0.0,3.1
447,Tezu,0,IN,1583022244,50,27.92,96.17,14.57,1.47
448,Tucuruí,97,BR,1583022244,92,-3.77,-49.67,24.81,1.81
449,Sechura,37,PE,1583022244,88,-5.56,-80.82,24.2,6.07
450,Verkhnyaya Inta,100,RU,1583022244,81,65.98,60.31,-2.59,4.27
451,Smithers,20,CA,1583022245,51,54.78,-127.17,3.0,3.1
452,Pesqueira,57,BR,1583022245,83,-8.36,-36.7,22.63,5.3
453,Izumo,75,JP,1583022099,100,35.37,132.77,10.0,1.0
454,Bembèrèkè,98,BJ,1583022245,18,10.23,2.66,26.51,2.3
455,Tazmalt,2,DZ,1583022245,81,36.39,4.4,11.0,6.7
456,Ialibu,100,PG,1583022246,84,-6.28,143.99,20.66,0.2
457,Mandalgovi,0,MN,1583022246,72,45.76,106.27,-12.59,4.77
458,Praia,9,CV,1583022077,60,14.92,-23.51,23.0,7.2
459,Lindsay,1,US,1583022246,25,36.2,-119.09,24.44,2.1
460,Naze,75,JP,1583021901,94,28.37,129.48,20.0,3.1
461,Carutapera,100,BR,1583022247,82,-1.2,-46.02,27.63,6.1
462,Borūjerd,2,IR,1583022247,63,33.9,48.75,2.03,2.92
463,Ikalamavony,0,MG,1583021898,86,-21.15,46.58,19.44,2.36
464,Shubarkuduk,100,KZ,1583022248,82,49.14,56.49,-3.78,1.52
465,Shakawe,95,BW,1583022248,86,-18.37,21.85,20.03,1.68
466,Acaraú,61,BR,1583022248,90,-2.89,-40.12,24.79,1.1
467,Deputatsky,0,RU,1583022058,53,69.3,139.9,-17.15,1.96
468,Emerald,40,AU,1583022248,61,-23.53,148.17,28.89,3.1
469,Mandera,0,KE,1583022248,17,3.94,41.87,23.33,0.89
470,Mayo,1,US,1583022249,47,38.89,-76.51,1.67,6.2
471,Nago,1,JP,1583022079,53,26.59,127.98,24.0,3.1
472,Örnsköldsvik,71,SE,1583022072,79,63.29,18.72,-7.0,2.1
473,Ostrovnoy,100,RU,1583022063,83,68.05,39.51,-2.83,8.98
474,Agüimes,20,ES,1583022250,77,27.91,-15.45,17.22,7.2
475,Hambantota,44,LK,1583021937,80,6.12,81.12,25.79,8.46
476,Damietta,35,EG,1583022250,82,31.42,31.81,14.0,5.7
477,Hinganghāt,0,IN,1583022250,77,20.57,78.83,18.0,1.5
478,Morgan City,1,US,1583022250,62,29.7,-91.21,19.0,2.1
479,Kātol,0,IN,1583022251,77,21.27,78.58,18.0,1.5
480,Kieta,8,PG,1583022251,72,-6.22,155.63,28.93,1.65
481,Orán,41,AR,1583022251,81,-23.13,-64.33,25.56,1.47
482,Santo Domingo,75,DO,1583022223,78,18.5,-69.99,27.22,2.1
483,Krasnyy Chikoy,100,RU,1583022251,96,50.36,108.75,-12.98,0.36
484,Lüshunkou,40,CN,1583022076,86,38.8,121.27,1.0,2.0
485,Hamilton,1,US,1583021636,40,39.18,-84.53,1.11,1.85
486,Pacific Grove,20,US,1583021884,58,36.62,-121.92,16.67,4.1
487,Sūsangerd,0,IR,1583022252,82,31.56,48.18,13.0,2.1
488,Farah,0,AF,1583022253,56,32.5,62.5,10.95,0.04
489,Ardakān,0,IR,1583022253,37,32.31,54.02,10.0,3.1
490,Suez,12,EG,1583022253,67,29.97,32.53,12.06,4.09
491,Flinders,12,AU,1583021824,61,-34.58,150.86,27.22,2.6
492,Nkhotakota,67,MW,1583022254,78,-12.93,34.3,25.88,9.36
493,Malakal,93,SS,1583022254,8,9.53,31.66,26.14,3.57
494,Umm Hājar,4,TD,1583022255,14,13.3,19.7,25.7,5.76
495,Suisun City,1,US,1583022255,51,38.24,-122.04,17.22,10.3
496,Hervey Bay,75,AU,1583022255,58,-25.3,152.85,31.11,4.6
497,Salinas,40,US,1583022255,54,36.68,-121.66,16.11,8.7
498,Lakatoro,75,VU,1583022255,70,-16.1,167.42,32.0,3.6
499,Bajil,4,YE,1583022256,75,15.06,43.29,22.99,1.52
500,Linxi,99,CN,1583022256,78,39.7,118.43,1.13,1.87
501,Marzuq,0,YE,1583022256,60,14.4,46.47,17.54,1.34
502,Inta,100,RU,1583021901,87,66.03,60.17,-3.05,4.43
503,Manaus,75,BR,1583022257,100,-3.1,-60.02,25.0,1.0
504,Tobermory,42,CA,1583022257,70,45.25,-81.67,-10.0,6.7
505,Henties Bay,99,NA,1583022257,78,-22.12,14.28,19.69,2.42
506,Chimoré,18,BO,1583022257,57,-16.98,-65.13,26.0,0.99
507,Chkalovsk,60,RU,1583022258,85,56.76,43.24,-3.33,3.0
508,Prado,0,BR,1583022258,78,-17.34,-39.22,27.43,3.88
509,Anito,29,PH,1583022258,75,12.45,125.29,26.35,7.38
510,Zhangjiakou Shi Xuanhua Qu,7,CN,1583022258,42,40.61,115.04,-2.75,10.18
511,Nelson Bay,22,AU,1583021964,73,-32.72,152.15,27.22,2.6
512,Pilot Butte,75,CA,1583022187,69,50.47,-104.42,5.56,6.7
513,Glendive,1,US,1583022259,56,47.11,-104.71,7.22,6.2
514,Malacacheta,100,BR,1583022259,93,-17.84,-42.08,21.91,0.37
515,Izhma,100,RU,1583022259,90,65.01,53.91,-5.54,4.81
516,Ürümqi,20,CN,1583022028,79,43.8,87.6,-2.0,2.0
517,Pombas,40,CV,1583022260,60,17.15,-25.02,23.0,9.3
518,Kununurra,40,AU,1583022260,94,-15.77,128.73,26.0,2.6
519,Sinnamary,89,GF,1583022261,76,5.38,-52.95,26.2,8.01
520,Gravelbourg,94,CA,1583022261,62,49.88,-106.55,1.81,7.19
521,Tsiroanomandidy,0,MG,1583022261,96,-18.77,46.03,19.23,0.24
522,Chai Badan,32,TH,1583022261,80,15.2,101.13,28.33,1.31
523,Inuvik,20,CA,1583022064,63,68.35,-133.72,-22.0,1.0
524,Puerto del Rosario,40,ES,1583022262,82,28.5,-13.86,17.0,4.6
525,Safranbolu,96,TR,1583022262,97,41.25,32.69,-1.16,1.4
526,Serenje,88,ZM,1583022262,94,-13.23,30.24,17.67,3.04
527,Mafinga,99,TZ,1583022262,96,-7.25,35.07,18.35,0.61
528,Keokuk,1,US,1583022263,60,40.4,-91.38,6.11,3.6
529,Faya,0,SA,1583022263,76,18.39,42.45,14.0,3.6
530,Hurghada,0,EG,1583022263,45,27.26,33.81,17.0,2.6
531,Kyren,100,RU,1583022263,89,51.68,102.14,-13.74,2.42
532,Homer,90,US,1583022264,68,59.64,-151.55,-0.56,5.7
533,Paramonga,63,PE,1583022264,90,-10.67,-77.83,22.45,4.49
534,Varhaug,75,NO,1583022264,73,58.61,5.65,2.22,4.6
535,Kosh-Agach,14,RU,1583022264,99,50.0,88.67,-20.31,1.18
536,Saquarema,75,BR,1583022264,88,-22.92,-42.51,24.0,4.6
537,Lorengau,99,PG,1583021905,74,-2.02,147.27,29.3,5.06
538,Naliya,0,IN,1583022265,86,23.27,68.83,18.75,2.66
539,Harper,100,LR,1583022265,93,4.38,-7.72,26.1,2.15
540,Tabas,0,IR,1583022265,43,33.6,56.92,11.0,2.1
541,Krasavino,92,RU,1583022265,91,60.96,46.48,-6.04,4.87
542,Pundaguitan,20,PH,1583022266,83,6.37,126.17,26.14,4.12
543,Coahuayana Viejo,5,MX,1583021948,54,18.73,-103.68,28.0,5.1
544,Remontnoye,100,RU,1583022266,80,46.56,43.65,2.0,3.0
545,Gigmoto,65,PH,1583022266,76,13.78,124.39,25.89,5.5
546,Mareeba,40,AU,1583022266,62,-17.0,145.43,31.0,5.1
547,Honiara,20,SB,1583022267,58,-9.43,159.95,31.0,2.1
548,Luganville,75,VU,1583022267,70,-15.53,167.17,32.0,3.6
549,Khanbari,23,NP,1583022267,55,27.37,87.2,3.21,2.4
550,Barth,20,DE,1583022267,79,54.36,12.72,6.11,5.7
551,Jumla,92,NP,1583022267,57,29.27,82.18,-0.83,2.2
552,Makīnsk,100,KZ,1583022268,84,52.63,70.42,-4.34,4.25
553,Cumberland,1,US,1583022268,30,35.05,-78.87,7.22,3.1
554,Maputo,23,MZ,1583022268,77,-25.97,32.59,20.56,2.68
555,Walvis Bay,98,NA,1583022268,82,-22.96,14.51,20.0,2.1
556,Saint-Honoré,75,CA,1583022268,92,48.53,-71.08,-8.89,2.1
557,Amapá,89,BR,1583022269,95,1.0,-52.0,23.17,2.35
558,Cockburn Town,75,TC,1583022269,83,21.46,-71.14,23.0,6.7
559,Phalombe,87,MW,1583022269,99,-15.81,35.65,18.48,3.65
560,Altamira,87,BR,1583022269,89,-3.2,-52.21,24.83,0.74
561,Tamworth,75,GB,1583022269,75,52.63,-1.7,6.0,5.1
562,Palmer,75,US,1583022270,45,42.16,-72.33,-3.0,8.7
563,Kayamkulam,99,IN,1583022270,72,9.18,76.5,26.02,5.81
564,Voinka,32,UA,1583022270,63,45.87,33.99,3.59,1.7
565,Voineasa,60,RO,1583022271,86,44.28,24.13,1.11,1.5
566,Chifeng,97,CN,1583022271,84,42.27,118.96,-8.0,4.42
567,Whitianga,65,NZ,1583021904,66,-36.83,175.7,27.22,0.89
568,Nanning,75,CN,1583022271,93,22.82,108.32,19.0,1.0
569,Itoman,20,JP,1583022272,83,26.12,127.67,24.0,5.7
570,Tautira,75,PF,1583022272,94,-17.73,-149.15,24.0,2.6
571,Ossora,0,RU,1583022087,76,59.24,163.07,-12.43,2.4
572,Nadym,100,RU,1583022273,95,65.53,72.52,-0.41,14.07
573,Guasdualito,49,VE,1583022273,51,7.24,-70.73,30.0,1.5
574,Kirakira,36,SB,1583022079,70,-10.45,161.92,29.47,2.4
575,Bosaso,0,SO,1583022273,70,11.28,49.18,24.94,4.65
576,Adrar,0,MR,1583022273,12,20.5,-10.07,21.28,4.43
577,Galesong,100,ID,1583022274,94,-5.32,119.37,25.0,1.0
578,Santa Cruz de la Sierra,0,BO,1583022274,42,-17.8,-63.17,30.0,2.6
579,Petropavlovsk-Kamchatskiy,92,RU,1583022274,53,53.05,158.65,-5.0,1.0
580,Suntar,100,RU,1583021953,97,62.14,117.63,-17.32,1.26
581,Oddur,29,SO,1583022274,88,4.12,43.89,20.38,4.43
582,Tevriz,100,RU,1583022065,89,57.51,72.4,-2.1,3.89
583,San Lucas Sacatepéquez,20,GT,1583022275,63,14.61,-90.66,19.0,10.3
584,Yangi Marg`ilon,0,UZ,1583022049,60,40.43,71.72,4.0,2.1
585,Loukhi,18,RU,1583022125,80,66.08,33.04,-13.73,1.74
586,Qasigiannguit,14,GL,1583021915,51,68.82,-51.19,-25.0,0.5
587,Kathu,20,TH,1583022276,83,7.92,98.33,24.0,3.24
588,Benguela,18,AO,1583022276,76,-12.58,13.41,25.47,0.63
589,Dalbandin,0,PK,1583022276,33,28.89,64.41,13.19,1.81
590,Flin Flon,90,CA,1583022048,79,54.77,-101.86,-3.0,4.6
591,Hermosillo,92,MX,1583022036,18,29.07,-110.97,27.78,4.02
592,Magadan,0,RU,1583022277,73,59.57,150.8,-10.71,3.13
